"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-18","83","90",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-19","85","91",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-20","81","88","68"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-21","82","88","77"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-22","83","91","79"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-23","85","91","79"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-24","80",,"77"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-25","81","88","72"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-26","80","90","72"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-27","83",,"75"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-28","82","91","77"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-09-29","81","84",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-01","83","91","72"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-02","84","91",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-03","89",,"79"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-06","85","91",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-10","82","88","72"
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-11","82","86",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-13","87","93",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-14","87","93",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-20","86","91",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-21","86","90",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-22","84",,
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-23","84","90",
"PUM00061766","BISSAU OSWALDO VIEIRA INTERNATIONAL, PU","11.895","-15.654","39.3","1980-10-24","86","91",
